user_id,amount,transaction_type,is_international,new_payee,hour,day_of_week,location,merchant_category,failed_login_attempts,account_age_days,transactions_last_24h,amount_ratio,time_risk,velocity_score,account_risk,is_fraud
user_7461,58.93,debit_card,False,False,21,3,US,retail,0,1811,3,0.39,2,3,1,0
user_2419,216.07,credit_card,False,False,17,3,CA,retail,0,3103,3,1.44,1,3,1,0
user_6113,356.3,ach,False,False,7,1,US,utilities,0,3080,3,4.45,3,3,1,0
user_3139,1062.29,credit_card,False,False,13,6,UK,retail,0,2825,2,7.08,1,2,1,0
user_4796,86.09,debit_card,False,True,15,1,UK,gas,0,988,1,1.72,1,1,1,0
user_3664,131.78,credit_card,False,False,12,0,CA,utilities,0,2775,1,1.65,1,1,1,0
user_9263,385.93,ach,False,False,8,1,US,groceries,0,756,3,3.86,3,3,1,0
user_4511,177.88,debit_card,False,True,22,0,CA,restaurant,0,2805,1,4.45,2,1,1,0
user_6846,82.21,debit_card,True,False,19,1,CA,retail,0,1579,1,0.55,2,1,1,0
user_7209,276.42,credit_card,False,False,11,1,AU,restaurant,0,3515,3,6.91,1,3,1,0
user_3492,97.88,debit_card,False,True,22,3,US,utilities,0,791,1,1.22,2,1,1,0
user_6771,1520.11,debit_card,False,False,16,4,AU,utilities,0,2791,1,19.0,1,1,1,0
user_4404,62.56,debit_card,False,False,12,6,US,groceries,0,673,3,0.63,1,3,1,0
user_4666,247.11,debit_card,False,True,20,0,UK,gas,0,2949,3,4.94,2,3,1,0
user_5093,32.58,credit_card,False,False,17,0,US,gas,0,3322,1,0.65,1,1,1,0
user_2391,40.92,ach,False,False,10,6,CA,retail,0,3120,1,0.27,1,1,1,0
user_5833,1760.68,credit_card,False,False,22,3,CA,retail,0,748,2,11.74,2,2,1,0
user_7164,119.87,debit_card,False,False,8,4,CA,groceries,0,2200,3,1.2,3,3,1,0
user_2262,354.07,ach,False,False,15,2,UK,retail,0,257,2,2.36,1,2,1,0
user_7224,353.73,debit_card,False,False,14,5,UK,groceries,0,1793,2,3.54,1,2,1,0
user_4505,94.74,ach,False,False,13,6,AU,retail,0,1385,3,0.63,1,3,1,0
user_5978,61.11,credit_card,False,False,11,5,US,groceries,0,2315,3,0.61,1,3,1,0
user_9856,258.34,debit_card,False,False,12,6,CA,groceries,0,3267,1,2.58,1,1,1,0
user_2108,1937.38,credit_card,False,True,19,1,US,gas,0,1629,3,38.75,2,3,1,0
user_5350,44139.83,wire_transfer,True,True,0,0,CN,wire_transfer,5,2984,11,88.28,10,11,1,1
user_6172,276.63,debit_card,False,False,13,3,US,utilities,0,2900,1,3.46,1,1,1,0
user_2200,47.3,ach,False,False,7,5,UK,retail,0,2315,2,0.32,3,2,1,0
user_2771,363.98,debit_card,False,False,6,6,AU,restaurant,0,941,3,9.1,3,3,1,0
user_7232,359.91,debit_card,True,False,9,3,UK,gas,0,1253,2,7.2,3,2,1,0
user_9625,383.78,debit_card,False,False,14,3,UK,groceries,0,3286,2,3.84,1,2,1,0
user_7936,80.44,debit_card,False,False,19,5,AU,groceries,0,857,3,0.8,2,3,1,0
user_6008,503.58,ach,False,False,10,0,UK,groceries,0,3338,1,5.04,1,1,1,0
user_2916,72.55,debit_card,False,False,16,2,CA,groceries,0,2122,3,0.73,1,3,1,0
user_4920,88.77,credit_card,False,False,10,5,CA,restaurant,0,2643,3,2.22,1,3,1,0
user_5471,412.41,ach,False,False,16,3,US,restaurant,0,1622,1,10.31,1,1,1,0
user_5334,1195.16,debit_card,False,False,22,3,CA,gas,0,1771,1,23.9,2,1,1,0
user_9159,822.71,credit_card,False,False,14,4,UK,gas,0,2008,3,16.45,1,3,1,0
user_1842,368.99,ach,False,False,20,6,UK,groceries,0,1470,1,3.69,2,1,1,0
user_5833,613.25,ach,False,False,20,2,CA,utilities,0,748,3,7.67,2,3,1,0
user_1996,441.5,debit_card,False,False,15,1,AU,utilities,0,2840,1,5.52,1,1,1,0
user_8412,279.31,debit_card,False,False,7,6,UK,restaurant,0,213,1,6.98,3,1,1,0
user_9827,187.74,credit_card,False,False,13,1,UK,utilities,0,1215,1,2.35,1,1,1,0
user_5140,152.43,debit_card,False,False,7,3,CA,groceries,0,2778,1,1.52,3,1,1,0
user_5622,115.99,debit_card,False,False,10,0,AU,restaurant,0,3008,1,2.9,1,1,1,0
user_9837,1550.22,credit_card,False,True,9,0,UK,restaurant,0,2031,3,38.76,3,3,1,0
user_8723,930.24,ach,False,False,10,5,CA,utilities,0,3431,1,11.63,1,1,1,0
user_1517,1608.3,debit_card,False,False,20,3,US,retail,0,811,3,10.72,2,3,1,0
user_3525,789.58,ach,False,False,13,4,UK,restaurant,0,1708,1,19.74,1,1,1,0
user_5625,148.36,ach,True,False,16,2,US,restaurant,0,2295,1,3.71,1,1,1,0
user_5945,79.53,credit_card,False,False,15,3,CA,retail,0,909,2,0.53,1,2,1,0
user_3262,74.61,ach,False,False,21,4,CA,gas,0,1859,1,1.49,2,1,1,0
user_9883,71.74,debit_card,False,False,22,5,UK,gas,0,264,2,1.43,2,2,1,0
user_9175,152.66,debit_card,False,False,8,4,CA,retail,0,3604,2,1.02,3,2,1,0
user_7461,52.76,ach,False,False,18,3,US,groceries,0,1811,3,0.53,2,3,1,0
user_6439,84.63,ach,False,False,16,5,US,gas,0,2184,2,1.69,1,2,1,0
user_7732,50.48,debit_card,False,False,6,5,US,utilities,0,553,2,0.63,3,2,1,0
user_1745,97.77,credit_card,False,True,13,3,US,utilities,0,1217,3,1.22,1,3,1,0
user_8972,844.64,credit_card,False,False,22,0,UK,restaurant,0,216,1,21.12,2,1,1,0
user_9837,34.5,debit_card,False,True,16,2,CA,utilities,0,2692,3,0.43,1,3,1,0
user_8220,85.94,ach,True,False,9,2,UK,retail,0,2712,2,0.57,3,2,1,0
user_8381,1942.73,debit_card,True,True,16,1,UK,retail,0,163,2,12.95,1,2,5,0
user_3267,71.52,debit_card,True,True,8,3,AU,restaurant,0,2872,3,1.79,3,3,1,0
user_7150,508.78,ach,False,True,7,0,AU,retail,0,381,3,3.39,3,3,1,0
user_3430,84.44,credit_card,False,False,11,6,UK,groceries,0,2587,1,0.84,1,1,1,0
user_9209,679.16,debit_card,False,False,16,3,AU,utilities,0,367,3,8.49,1,3,1,0
user_9841,100.97,debit_card,False,False,6,3,AU,gas,0,1291,1,2.02,3,1,1,0
user_4707,1301.44,debit_card,False,False,7,0,AU,retail,0,1684,2,8.68,3,2,1,0
user_4517,69.71,debit_card,False,False,13,0,UK,utilities,0,1856,2,0.87,1,2,1,0
user_2514,1850.54,debit_card,False,False,22,5,CA,restaurant,0,241,3,46.26,2,3,1,0
user_3981,100.69,debit_card,False,False,12,6,US,restaurant,0,3435,1,2.52,1,1,1,0
user_9827,135.58,ach,False,False,13,6,UK,groceries,0,1215,2,1.36,1,2,1,0
user_2101,154.1,ach,False,True,20,0,UK,gas,0,1513,2,3.08,2,2,1,0
user_8406,147.19,credit_card,False,False,21,2,AU,groceries,0,389,1,1.47,2,1,1,0
user_3639,102.96,credit_card,False,False,21,6,US,gas,0,2374,2,2.06,2,2,1,0
user_1404,722.91,debit_card,False,False,13,0,AU,groceries,0,2023,3,7.23,1,3,1,0
user_4878,173.78,ach,False,False,10,4,AU,utilities,0,131,3,2.17,1,3,5,0
user_7147,244.66,credit_card,True,False,19,6,US,utilities,0,2462,2,3.06,2,2,1,0
user_4882,186.56,debit_card,False,False,19,5,UK,retail,0,3556,2,1.24,2,2,1,0
user_6846,97.48,debit_card,True,False,19,6,CA,groceries,0,1579,3,0.97,2,3,1,0
user_9327,154.24,credit_card,False,False,9,3,UK,retail,0,3194,1,1.03,3,1,1,0
user_1752,67.53,debit_card,False,False,20,6,AU,utilities,0,96,2,0.84,2,2,5,0
user_5825,57.27,debit_card,False,True,6,0,US,gas,0,2905,2,1.15,3,2,1,0
user_2169,27.06,debit_card,False,False,7,3,UK,retail,0,2467,3,0.18,3,3,1,0
user_9154,99.62,debit_card,False,False,19,3,CA,retail,0,3216,3,0.66,2,3,1,0
user_7594,308.5,debit_card,False,False,22,1,AU,gas,0,1823,2,6.17,2,2,1,0
user_2636,164.42,debit_card,False,True,8,5,AU,gas,0,3537,3,3.29,3,3,1,0
user_7022,395.69,credit_card,False,False,8,6,AU,restaurant,0,3198,3,9.89,3,3,1,0
user_9418,44.61,credit_card,False,False,14,1,US,restaurant,0,1785,3,1.12,1,3,1,0
user_9827,141.12,debit_card,False,False,16,1,UK,utilities,0,1215,1,1.76,1,1,1,0
user_6167,458.32,ach,False,False,20,1,UK,restaurant,0,2040,3,11.46,2,3,1,0
user_9904,1279.89,credit_card,False,False,12,1,CA,gas,0,1528,3,25.6,1,3,1,0
user_8207,178.75,debit_card,False,True,6,0,US,restaurant,0,2137,2,4.47,3,2,1,0
user_2584,154.34,debit_card,False,False,12,5,UK,utilities,0,3335,1,1.93,1,1,1,0
user_9615,646.39,debit_card,False,False,20,1,UK,retail,0,231,3,4.31,2,3,1,0
user_7943,965.75,ach,False,False,13,4,AU,restaurant,0,1062,3,24.14,1,3,1,0
user_3096,295.64,debit_card,False,False,21,5,CA,retail,0,2814,1,1.97,2,1,1,0
user_1111,129.98,debit_card,False,False,14,0,CA,utilities,0,1859,3,1.62,1,3,1,0
user_4751,475.55,ach,False,False,11,2,US,groceries,0,452,3,4.76,1,3,1,0
user_6113,360.09,credit_card,False,False,7,1,US,restaurant,0,3080,2,9.0,3,2,1,0
user_1752,48.42,debit_card,False,False,22,6,AU,utilities,0,96,2,0.61,2,2,5,0
user_8430,797.86,debit_card,False,False,13,6,US,utilities,0,1310,1,9.97,1,1,1,0
user_2394,136.61,debit_card,False,True,10,6,UK,retail,0,897,1,0.91,1,1,1,0
user_7044,9999.57,wire_transfer,True,True,1,5,PH,jewelry,8,2536,12,10.0,10,12,1,1
user_5689,172.37,debit_card,False,True,18,1,UK,retail,0,927,2,1.15,2,2,1,0
user_6608,1689.22,ach,True,False,14,3,UK,groceries,0,2528,1,16.89,1,1,1,0
user_5349,51.84,credit_card,False,False,10,6,AU,restaurant,0,1445,1,1.3,1,1,1,0
user_8366,113.85,debit_card,True,True,8,5,US,retail,0,237,1,0.76,3,1,1,0
user_4390,47.88,debit_card,False,False,18,3,UK,restaurant,0,2210,1,1.2,2,1,1,0
user_9008,57.19,debit_card,False,False,18,6,AU,gas,0,3342,1,1.14,2,1,1,0
user_5901,973.42,ach,False,False,20,6,UK,restaurant,0,1901,1,24.34,2,1,1,0
user_8178,139.67,ach,False,False,18,5,AU,restaurant,0,3221,2,3.49,2,2,1,0
user_9625,227.7,credit_card,False,True,12,4,UK,groceries,0,3286,1,2.28,1,1,1,0
user_1842,199.99,ach,False,False,18,5,UK,retail,0,1470,1,1.33,2,1,1,0
user_2294,9665.61,wire_transfer,True,True,15,1,AU,cryptocurrency,1,2344,8,9.67,1,8,1,1
user_9808,242.83,debit_card,False,True,6,5,AU,retail,0,2346,1,1.62,3,1,1,0
user_2531,981.23,ach,False,False,12,5,AU,utilities,0,2293,2,12.27,1,2,1,0
user_8673,74.91,credit_card,False,True,10,2,CA,gas,0,3553,3,1.5,1,3,1,0
user_5951,512.61,debit_card,False,False,8,2,CA,utilities,0,215,3,6.41,3,3,1,0
user_5658,820.32,debit_card,False,False,15,3,AU,groceries,0,1425,3,8.2,1,3,1,0
user_2404,311.36,ach,False,False,20,0,AU,restaurant,0,3128,3,7.78,2,3,1,0
user_7965,46.53,ach,False,False,19,5,CA,gas,0,1249,1,0.93,2,1,1,0
user_8723,996.5,debit_card,False,False,10,5,CA,utilities,0,3431,1,12.46,1,1,1,0
user_9269,26.11,credit_card,False,False,10,5,AU,retail,0,1216,3,0.17,1,3,1,0
user_1188,77.34,debit_card,False,False,22,5,UK,utilities,0,3178,3,0.97,2,3,1,0
user_5942,61.96,debit_card,False,True,22,6,CA,gas,0,3093,2,1.24,2,2,1,0
user_8015,181.45,debit_card,True,False,22,5,CA,retail,0,3244,2,1.21,2,2,1,0
user_6985,1647.1,debit_card,False,False,22,4,US,restaurant,0,2146,3,41.18,2,3,1,0
user_8035,367.8,debit_card,False,False,14,1,AU,groceries,0,1600,3,3.68,1,3,1,0
user_7049,9519.07,cryptocurrency,True,True,8,3,CA,wire_transfer,1,1790,14,19.04,3,14,1,1
user_2468,130.03,debit_card,True,True,21,2,US,restaurant,0,2475,2,3.25,2,2,1,0
user_2514,1865.97,debit_card,False,False,22,4,CA,restaurant,0,241,3,46.65,2,3,1,0
user_7429,37.64,debit_card,False,False,20,5,AU,gas,0,773,3,0.75,2,3,1,0
user_9700,194.22,credit_card,False,False,6,5,US,restaurant,0,2596,3,4.86,3,3,1,0
user_1349,93.74,credit_card,False,False,14,0,CA,retail,0,545,3,0.62,1,3,1,0
user_5166,335.47,credit_card,False,False,21,5,US,gas,0,1872,2,6.71,2,2,1,0
user_1916,126.49,debit_card,False,False,14,6,CA,groceries,0,2146,1,1.26,1,1,1,0
user_9709,69.7,ach,False,False,8,2,CA,groceries,0,2080,2,0.7,3,2,1,0
user_6568,1759.7,ach,False,False,13,6,US,retail,0,1188,2,11.73,1,2,1,0
user_9508,562.88,ach,False,False,7,5,CA,restaurant,0,1373,1,14.07,3,1,1,0
user_7154,63.44,debit_card,False,False,20,5,CA,gas,0,2706,1,1.27,2,1,1,0
user_4321,153.46,debit_card,False,True,19,6,US,retail,0,666,2,1.02,2,2,1,0
user_7825,81.37,debit_card,False,False,19,0,US,gas,0,2174,1,1.63,2,1,1,0
user_7165,64.41,debit_card,False,False,22,3,AU,groceries,0,1475,3,0.64,2,3,1,0
user_3621,85.62,debit_card,False,True,7,3,AU,retail,0,172,1,0.57,3,1,5,0
user_3525,540.14,ach,False,False,16,3,UK,gas,0,1708,1,10.8,1,1,1,0
user_9017,1288.34,debit_card,False,True,15,0,UK,gas,0,164,2,25.77,1,2,5,0
user_8483,314.31,credit_card,False,False,12,0,AU,gas,0,235,3,6.29,1,3,1,0
user_1685,361.37,ach,False,False,12,4,US,retail,0,1495,2,2.41,1,2,1,0
user_9374,243.02,debit_card,False,False,15,2,CA,restaurant,0,3102,3,6.08,1,3,1,0
user_4404,144.95,ach,False,False,15,4,US,restaurant,0,673,3,3.62,1,3,1,0
user_1833,1265.42,ach,False,True,21,0,UK,restaurant,0,2039,1,31.64,2,1,1,0
user_9899,833.72,ach,False,True,13,1,UK,retail,0,3196,2,5.56,1,2,1,0
user_9689,41.71,ach,True,False,22,4,AU,groceries,0,3465,2,0.42,2,2,1,0
user_1396,248.5,credit_card,False,False,11,1,UK,utilities,0,2554,3,3.11,1,3,1,0
user_3785,154.14,ach,False,False,7,6,AU,gas,0,2568,2,3.08,3,2,1,0
user_4839,1151.14,credit_card,False,False,11,5,US,restaurant,0,603,1,28.78,1,1,1,0
user_7631,98.87,debit_card,False,False,11,4,CA,groceries,0,1437,3,0.99,1,3,1,0
user_4648,56.2,ach,True,True,10,4,UK,restaurant,0,1926,1,1.41,1,1,1,0
user_2824,32.76,debit_card,False,False,19,3,UK,retail,0,1033,1,0.22,2,1,1,0
user_3262,56.54,credit_card,False,True,20,1,CA,retail,0,1859,3,0.38,2,3,1,0
user_1202,9874.89,wire_transfer,True,True,4,1,AU,wire_transfer,3,490,11,19.75,10,11,1,1
user_6690,649.76,ach,False,False,21,2,CA,groceries,0,117,3,6.5,2,3,5,0
user_1533,1568.54,credit_card,True,False,16,5,AU,utilities,0,3554,2,19.61,1,2,1,0
user_1126,427.38,debit_card,False,False,21,2,AU,retail,0,749,2,2.85,2,2,1,0
user_7408,469.12,credit_card,False,False,21,4,CA,utilities,0,1442,2,5.86,2,2,1,0
user_4387,1991.78,ach,False,False,17,4,AU,groceries,0,1953,3,19.92,1,3,1,0
user_7841,280.03,debit_card,False,False,9,3,CA,utilities,0,1381,1,3.5,3,1,1,0
user_8722,1316.13,debit_card,False,False,17,2,UK,gas,0,783,3,26.32,1,3,1,0
user_6544,2196.57,wire_transfer,True,True,1,0,NG,wire_transfer,4,2670,11,4.39,10,11,1,1
user_9022,221.46,ach,True,False,9,0,CA,groceries,0,1318,1,2.21,3,1,1,0
user_7939,1892.86,debit_card,False,True,13,6,UK,retail,0,2817,2,12.62,1,2,1,0
user_6576,251.33,debit_card,False,False,20,1,UK,groceries,0,2306,2,2.51,2,2,1,0
user_6447,127.3,debit_card,False,False,11,0,UK,utilities,0,2266,1,1.59,1,1,1,0
user_2562,140.41,debit_card,False,True,11,2,AU,restaurant,0,1355,2,3.51,1,2,1,0
user_6315,855.48,ach,False,False,6,4,UK,utilities,0,1724,3,10.69,3,3,1,0
user_3425,199.01,debit_card,False,False,15,6,US,retail,0,1979,3,1.33,1,3,1,0
user_1040,295.26,debit_card,True,True,2,2,ID,cash_withdrawal,5,2630,12,1.48,10,12,1,1
user_6500,652.78,ach,False,False,10,0,UK,restaurant,0,888,3,16.32,1,3,1,0
user_1424,141.62,credit_card,False,True,15,2,AU,utilities,0,2330,2,1.77,1,2,1,0
user_6916,241.52,debit_card,False,False,8,0,AU,restaurant,0,3555,3,6.04,3,3,1,0
user_3223,493.94,ach,False,False,10,3,US,gas,0,1095,3,9.88,1,3,1,0
user_3129,9854.49,wire_transfer,True,True,23,3,CA,cryptocurrency,2,480,12,9.85,7,12,1,1
user_8723,303.25,debit_card,False,True,10,5,CA,gas,0,3431,3,6.07,1,3,1,0
user_8141,792.47,debit_card,False,False,10,6,AU,restaurant,0,1455,3,19.81,1,3,1,0
user_9904,1193.63,debit_card,False,True,14,5,CA,utilities,0,1528,1,14.92,1,1,1,0
user_8598,93.86,debit_card,False,True,17,0,US,utilities,0,3578,3,1.17,1,3,1,0
user_2600,618.79,ach,False,False,6,1,UK,gas,0,1984,2,12.38,3,2,1,0
user_9017,831.93,debit_card,False,True,16,4,UK,restaurant,0,164,1,20.8,1,1,5,0
user_8871,177.57,debit_card,False,False,18,1,AU,restaurant,0,635,3,4.44,2,3,1,0
user_6828,479.6,credit_card,False,False,21,6,US,retail,0,2803,3,3.2,2,3,1,0
user_8714,1373.87,credit_card,False,False,22,4,CA,groceries,0,3150,1,13.74,2,1,1,0
user_5833,154.55,ach,False,False,18,1,CA,gas,0,927,3,3.09,2,3,1,0
user_8886,105.08,debit_card,False,False,15,6,US,utilities,0,704,3,1.31,1,3,1,0
user_8303,61.19,credit_card,False,True,12,3,AU,groceries,0,1934,3,0.61,1,3,1,0
user_1352,58.82,debit_card,True,False,9,4,UK,retail,0,1396,2,0.39,3,2,1,0
user_3547,109.41,ach,False,True,12,5,US,utilities,0,409,3,1.37,1,3,1,0
user_1370,152.56,debit_card,False,False,19,4,US,utilities,0,2803,2,1.91,2,2,1,0
user_8972,1864.76,debit_card,False,False,18,1,UK,retail,0,216,2,12.43,2,2,1,0
user_4212,1895.13,ach,False,False,22,2,CA,restaurant,0,1022,1,47.38,2,1,1,0
user_8511,58.64,debit_card,False,False,22,6,US,gas,0,2100,1,1.17,2,1,1,0
user_1996,742.9,credit_card,True,False,17,6,AU,groceries,0,2840,2,7.43,1,2,1,0
user_4841,254.88,debit_card,False,False,15,5,UK,groceries,0,2242,2,2.55,1,2,1,0
user_1852,137.48,debit_card,False,False,15,1,US,retail,0,3324,1,0.92,1,1,1,0
user_6881,1729.39,credit_card,False,False,14,3,UK,utilities,0,119,1,21.62,1,1,5,0
user_6113,388.57,debit_card,False,False,7,5,US,groceries,0,3080,2,3.89,3,2,1,0
user_3639,126.76,credit_card,False,False,20,1,US,retail,0,2374,2,0.85,2,2,1,0
user_4232,793.06,ach,False,False,20,4,AU,utilities,0,1622,3,9.91,2,3,1,0
user_1313,9709.25,cryptocurrency,True,True,23,5,CA,wire_transfer,3,895,17,19.42,7,17,1,1
user_3093,1884.14,debit_card,False,False,9,6,AU,utilities,0,2112,3,23.55,3,3,1,0
user_1017,174.95,credit_card,False,True,16,2,US,gas,0,573,2,3.5,1,2,1,0
user_5853,51.63,debit_card,False,False,12,3,CA,gas,0,1268,2,1.03,1,2,1,0
user_8933,397.43,debit_card,False,False,18,2,UK,utilities,0,441,2,4.97,2,2,1,0
user_8527,1110.05,debit_card,False,False,11,6,AU,restaurant,0,352,2,27.75,1,2,1,0
user_2527,170.04,debit_card,False,False,7,4,AU,restaurant,0,511,1,4.25,3,1,1,0
user_1919,89.19,credit_card,False,False,22,5,CA,groceries,0,368,1,0.89,2,1,1,0
user_7315,80.56,debit_card,False,False,10,0,US,retail,0,858,1,0.54,1,1,1,0
user_3219,305.57,ach,False,True,8,1,AU,utilities,0,1390,1,3.82,3,1,1,0
user_7723,1454.27,credit_card,False,False,20,4,AU,gas,0,3605,3,29.09,2,3,1,0
user_4729,215.21,debit_card,False,True,14,5,AU,utilities,0,1877,2,2.69,1,2,1,0
user_2169,1187.96,ach,False,False,18,3,CA,retail,0,2217,2,7.92,2,2,1,0
user_1120,1482.8,debit_card,False,True,21,4,UK,retail,0,2329,1,9.89,2,1,1,0
user_6488,637.54,debit_card,False,False,13,1,US,groceries,0,1107,3,6.38,1,3,1,0
user_9167,631.26,debit_card,False,False,11,4,CA,utilities,0,1123,3,7.89,1,3,1,0
user_2571,32.73,ach,False,False,17,4,AU,utilities,0,659,2,0.41,1,2,1,0
user_5075,121.91,ach,False,False,15,6,US,retail,0,2839,3,0.81,1,3,1,0
user_5583,637.8,debit_card,False,False,10,3,AU,groceries,0,846,3,6.38,1,3,1,0
user_2463,179.52,ach,False,False,17,6,CA,gas,0,3078,3,3.59,1,3,1,0
user_6437,131.84,debit_card,True,False,17,4,UK,gas,0,924,1,2.64,1,1,1,0
user_5689,72.1,ach,False,False,21,6,UK,groceries,0,927,2,0.72,2,2,1,0
user_5262,81.23,debit_card,False,False,10,6,AU,restaurant,0,3530,3,2.03,1,3,1,0
user_7381,1542.61,debit_card,False,True,22,3,US,groceries,0,3539,3,15.43,2,3,1,0
user_4232,623.28,ach,False,False,19,4,AU,retail,0,1622,2,4.16,2,2,1,0
user_3754,51.23,ach,True,False,19,6,US,utilities,0,2203,3,0.64,2,3,1,0
user_6846,298.33,ach,True,True,14,0,AU,gas,0,3597,1,5.97,1,1,1,0
user_1514,289.87,credit_card,False,False,9,6,CA,gas,0,1170,2,5.8,3,2,1,0
user_9808,201.52,credit_card,False,False,6,5,AU,retail,0,2346,1,1.34,3,1,1,0
user_2102,9653.02,cryptocurrency,True,True,3,0,US,cryptocurrency,3,1858,14,9.65,10,14,1,1
user_2130,933.12,credit_card,False,True,11,2,UK,gas,0,1704,3,18.66,1,3,1,0
user_6120,191.82,debit_card,False,False,13,3,CA,restaurant,0,2843,2,4.8,1,2,1,0
user_5114,83.94,credit_card,True,False,11,5,AU,utilities,0,3427,2,1.05,1,2,1,0
user_5583,702.78,ach,True,False,6,6,AU,restaurant,0,846,2,17.57,3,2,1,0
user_9856,337.31,debit_card,False,False,12,0,CA,groceries,0,3267,1,3.37,1,1,1,0
user_4522,740.44,debit_card,True,False,17,4,CA,gas,0,1724,3,14.81,1,3,1,0
user_3146,315.41,ach,False,False,17,2,AU,gas,0,527,3,6.31,1,3,1,0
user_4450,82.77,credit_card,True,False,14,0,US,restaurant,0,421,3,2.07,1,3,1,0
user_2584,267.5,ach,False,False,12,5,UK,gas,0,3335,2,5.35,1,2,1,0
user_8895,159.04,debit_card,False,False,22,5,AU,groceries,0,638,3,1.59,2,3,1,0
user_3223,784.39,debit_card,False,False,10,4,US,groceries,0,1095,3,7.84,1,3,1,0
user_4796,33.75,credit_card,False,False,16,0,UK,groceries,0,988,3,0.34,1,3,1,0
user_2654,172.17,debit_card,False,False,21,3,UK,gas,0,3625,1,3.44,2,1,1,0
user_5221,300.53,debit_card,False,True,6,0,UK,retail,0,953,3,2.0,3,3,1,0
user_3636,9525.3,cryptocurrency,True,True,22,2,UK,cryptocurrency,3,629,9,9.53,2,9,1,1
user_5728,490.06,debit_card,False,True,6,3,AU,restaurant,0,2850,2,12.25,3,2,1,0
user_6439,77.63,debit_card,False,False,17,3,US,gas,0,2184,1,1.55,1,1,1,0
user_5930,776.35,ach,False,False,22,6,US,restaurant,0,1274,2,19.41,2,2,1,0
user_7150,428.74,ach,True,False,11,5,AU,gas,0,381,1,8.57,1,1,1,0
